age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary-class
83.59376924587058,Private,164018,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,4000.0,1.0,United-States,<=50K
20.0,Private,210184,11th,7,Separated,Craft-repair,Own-child,White,Male,97651.3419633666,0.0,1.0,United-States,<=50K
20.0,?,117528,Assoc-voc,11,Married-civ-spouse,?,Wife,White,Female,0.0,4000.0,1.0,United-States,>50K
20.0,Private,124973,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,3202.022393896327,91.24083339038498,United-States,>50K
47.33610207378734,Private,182117,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Male,0.0,0.0,1.0,United-States,<=50K
59.28462234801563,Private,220049,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,99999.0,331.09222552338775,99.0,United-States,>50K
47.273785952836654,Self-emp-not-inc,247975,Some-college,10,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,1.0,United-States,<=50K
61.19406192713457,Private,50164,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,733.5244278653245,31.02668814341663,United-States,>50K
20.0,State-gov,123160,Masters,14,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,99999.0,4000.0,1.0,China,<=50K
24.567330413867143,Self-emp-inc,219962,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,52.25194687624705,?,>50K
90.0,Private,79324,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,99.0,United-States,>50K
20.0,Private,129100,11th,7,Separated,Other-service,Unmarried,Black,Female,0.0,4000.0,96.7034205634653,United-States,<=50K
20.0,Private,210275,HS-grad,9,Separated,Transport-moving,Unmarried,Black,Female,0.0,2738.633379586713,1.0,United-States,<=50K
43.988500581077844,Private,189462,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,4000.0,21.65501027128191,United-States,>50K
83.44037911161293,Private,171114,Assoc-voc,11,Separated,Adm-clerical,Unmarried,White,Female,22672.569539625678,0.0,7.5872823608832185,United-States,<=50K
20.0,Private,201799,HS-grad,9,Never-married,Sales,Own-child,White,Female,5862.577823921827,2248.6205931397217,30.380087584347486,United-States,<=50K
73.81985801044507,?,200426,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,30417.7805311891,2782.9000811380683,20.552967918681404,United-States,<=50K
90.0,?,24395,Some-college,10,Never-married,?,Unmarried,White,Female,99999.0,0.0,93.36604974499124,United-States,<=50K
39.05604496761053,Private,191149,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,99999.0,0.0,66.18981164728369,United-States,<=50K
35.577479919493285,Local-gov,34173,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0.0,4000.0,99.0,United-States,<=50K
20.0,Private,350979,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,16222.081139157108,4000.0,52.84655940140523,Laos,<=50K
20.0,Private,147314,HS-grad,9,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,77530.78386162348,0.0,99.0,United-States,<=50K
20.0,Private,136081,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,4000.0,1.0,United-States,>50K
90.0,?,232894,9th,5,Married-civ-spouse,?,Husband,Black,Male,71322.65106159601,593.9472639977307,51.95544463343088,United-States,<=50K
20.0,Self-emp-not-inc,373403,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,24707.6304421059,0.0,1.0,United-States,<=50K
42.72133912091462,Private,120601,HS-grad,9,Never-married,Transport-moving,Own-child,Black,Male,99999.0,0.0,84.29722646704892,United-States,<=50K
20.0,Private,130926,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,9.646309706482512,United-States,<=50K
90.0,Federal-gov,72338,Assoc-voc,11,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,99999.0,0.0,57.42665852772262,United-States,<=50K
54.45260949531101,Private,129624,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,660.5072194318237,99.0,United-States,>50K
56.12219740539754,State-gov,328697,Some-college,10,Divorced,Protective-serv,Other-relative,White,Male,99999.0,1744.739958172173,1.0,United-States,<=50K
42.46904582327704,Private,191196,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,76.73273798065688,United-States,<=50K
20.0,?,191117,11th,7,Never-married,?,Own-child,White,Male,0.0,0.0,71.5118368867859,United-States,<=50K
20.0,Private,110243,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,2070.472672851615,67.37395180062992,United-States,>50K
20.0,Private,181580,11th,7,Never-married,Other-service,Own-child,White,Female,0.0,0.0,59.88402869459417,United-States,<=50K
90.0,Private,89030,HS-grad,9,Never-married,Sales,Unmarried,White,Female,0.0,2010.9478120842698,1.0,United-States,<=50K
41.40196705538551,Private,345493,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,65737.04038872098,0.0,1.0,Taiwan,>50K
84.25396758632911,Self-emp-not-inc,277700,Some-college,10,Separated,Handlers-cleaners,Own-child,White,Male,0.0,3461.2337029988753,72.53098062390796,United-States,<=50K
48.359796122293645,?,198478,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,99999.0,1220.1166706843203,22.776804805335615,United-States,<=50K
58.53507726558993,Private,250679,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,99999.0,0.0,1.0,United-States,<=50K
90.0,Private,168837,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,4000.0,1.0,Canada,>50K
90.0,Private,142675,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,1.0,United-States,<=50K
90.0,Private,299050,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,50080.766260542834,327.7125723175949,99.0,United-States,<=50K
82.10032740361976,Private,107833,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,99999.0,4000.0,99.0,United-States,>50K
56.43103864712441,Private,121958,7th-8th,4,Married-spouse-absent,Other-service,Unmarried,White,Female,99999.0,0.0,99.0,United-States,<=50K
21.248712691744554,Private,282948,Some-college,10,Married-civ-spouse,Tech-support,Husband,Black,Male,13166.443987338003,2518.4276395004517,99.0,United-States,<=50K
20.0,Private,176683,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,White,Male,1757.2568315378355,0.0,16.1242266514875,France,<=50K
20.0,Private,34377,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,1.0,United-States,>50K
90.0,Self-emp-not-inc,209833,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,99999.0,0.0,32.52219300033471,United-States,<=50K
63.96720496548724,State-gov,41506,10th,6,Divorced,Other-service,Not-in-family,Black,Female,83131.97582612438,0.0,99.0,United-States,<=50K
20.0,Local-gov,125159,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0.0,0.0,67.6886412300215,?,>50K
59.03366307580541,Self-emp-not-inc,147206,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,99999.0,0.0,21.125793632576734,United-States,<=50K
50.171495510001854,Self-emp-not-inc,93664,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,4000.0,1.0,United-States,>50K
20.0,Private,315065,7th-8th,4,Never-married,Other-service,Other-relative,White,Male,0.0,2096.658361131065,99.0,Mexico,<=50K
90.0,Private,381851,9th,5,Widowed,Other-service,Unmarried,Black,Female,89387.01124993297,21.640632935170125,99.0,United-States,<=50K
20.0,Local-gov,185769,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0.0,612.0529290333311,12.286896844823488,United-States,<=50K
82.91926075296345,Private,186272,9th,5,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0.0,175.92606934713382,99.0,United-States,>50K
20.0,Private,312667,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,99.0,United-States,<=50K
45.1323856717301,Private,343925,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0.0,2441.9882386571826,99.0,Jamaica,<=50K
36.484260381407154,Private,195994,Some-college,10,Never-married,Sales,Not-in-family,White,Female,33335.921768245535,0.0,54.10611334602577,United-States,<=50K
90.0,Private,398843,Some-college,10,Separated,Sales,Unmarried,Black,Female,0.0,0.0,99.0,United-States,<=50K
20.0,Private,73514,HS-grad,9,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,99999.0,1823.3549128027996,44.05356809766575,United-States,<=50K
90.0,Private,288049,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,47739.563296570166,713.6832704800984,99.0,United-States,<=50K
90.0,Private,54759,HS-grad,9,Divorced,Prof-specialty,Unmarried,White,Female,0.0,1172.1857818620726,1.0,United-States,<=50K
20.0,Private,155343,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,66350.27960900732,4000.0,42.966584701172025,United-States,<=50K
20.0,Private,401104,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,99.0,United-States,>50K
20.0,?,124884,9th,5,Never-married,?,Not-in-family,White,Female,99999.0,4000.0,99.0,United-States,<=50K
45.62991585748379,Local-gov,287306,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Wife,Black,Female,99999.0,992.8473789167242,95.39545271281958,?,>50K
90.0,Private,113995,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,80854.49849763831,210.2637906915835,72.6986943132521,United-States,>50K
80.89814137285498,Private,146378,Some-college,10,Never-married,Other-service,Own-child,White,Female,0.0,0.0,86.02236828797135,?,<=50K
53.779819417143074,Private,111499,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,4000.0,99.0,United-States,>50K
20.0,Private,34374,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,99999.0,1547.9613606648381,5.221214673583063,United-States,<=50K
90.0,Private,162187,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,99.0,United-States,>50K
20.0,Local-gov,147654,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999.0,0.0,1.0,United-States,<=50K
20.0,Private,182467,Assoc-voc,11,Married-civ-spouse,Craft-repair,Wife,White,Female,0.0,2003.4078485001162,54.79657639995408,United-States,<=50K
20.0,Private,183970,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0.0,0.0,63.60797184517537,United-States,<=50K
20.0,Private,332588,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,99999.0,0.0,4.395502162436429,United-States,<=50K
20.0,Private,26781,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0.0,1661.9826252495238,1.0,United-States,<=50K
90.0,Private,48610,11th,7,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,58.35760203916337,United-States,<=50K
20.0,Private,162632,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,16904.40935410419,2927.7915608912394,84.94539087363495,United-States,<=50K
20.0,Local-gov,91711,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,972.7369481667861,99.0,United-States,>50K
32.33077519371879,Private,198003,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,33038.52973130727,4000.0,1.0,United-States,>50K
90.0,Private,179048,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,28.59608633053338,?,<=50K
25.08475145555887,Private,262778,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,33522.925377914085,0.0,99.0,United-States,<=50K
90.0,Private,102470,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,44525.97865269928,48.650555352337435,41.39310275282553,United-States,<=50K
20.0,Self-emp-not-inc,123170,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,21354.500082762297,0.0,22.31436974644199,United-States,<=50K
20.0,Private,164243,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,18620.349631950237,0.0,68.27648248505203,United-States,>50K
20.0,Private,262511,11th,7,Never-married,Sales,Own-child,White,Male,0.0,4000.0,1.0,United-States,<=50K
90.0,Private,51170,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,24106.209715514262,0.0,32.27301470996272,United-States,<=50K
90.0,State-gov,91949,Doctorate,16,Never-married,Prof-specialty,Not-in-family,Black,Female,0.0,0.0,1.0,United-States,<=50K
90.0,Private,123727,HS-grad,9,Never-married,Exec-managerial,Other-relative,White,Female,0.0,0.0,99.0,United-States,<=50K
20.0,Private,173175,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999.0,0.0,37.99435227042468,United-States,>50K
40.471039417697085,Self-emp-not-inc,120301,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,39793.21832085125,4000.0,57.53742126316675,United-States,<=50K
90.0,Private,250967,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,22.59774976688137,United-States,<=50K
52.31510522671347,Federal-gov,285432,Assoc-acdm,12,Never-married,Transport-moving,Not-in-family,Black,Male,87759.8173746227,2738.0393770396868,99.0,United-States,<=50K
20.0,Private,36235,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,4000.0,99.0,United-States,<=50K
90.0,?,317219,Some-college,10,Married-civ-spouse,?,Wife,White,Female,99999.0,3075.986390689746,1.0,United-States,>50K
90.0,Local-gov,110965,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,20875.393136302497,3130.1123949673297,99.0,United-States,<=50K
88.09689157533205,Private,123283,HS-grad,9,Separated,Machine-op-inspct,Unmarried,Black,Female,0.0,4000.0,1.0,United-States,<=50K
20.0,?,249087,Some-college,10,Never-married,?,Own-child,White,Female,0.0,0.0,12.280020318988534,United-States,<=50K
20.0,Private,152940,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,3414.644336746798,1.0,United-States,<=50K
20.0,Private,376680,HS-grad,9,Never-married,Tech-support,Own-child,Black,Male,99999.0,4000.0,1.0,United-States,<=50K
22.80759499477105,Private,231232,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,99999.0,221.5797152464962,99.0,Canada,<=50K
38.98695131062492,Self-emp-not-inc,168625,Some-college,10,Divorced,Tech-support,Not-in-family,White,Female,0.0,0.0,52.6267438199917,United-States,>50K
90.0,Private,33939,Some-college,10,Never-married,Tech-support,Own-child,White,Male,99999.0,3377.744087122231,40.08098394373394,United-States,<=50K
32.918220520673735,Private,155659,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,55833.87236088642,357.1203192469016,1.0,United-States,>50K
37.038895561494,Local-gov,190228,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,99.0,United-States,<=50K
20.0,Private,216178,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,8386.081559640623,0.0,1.0,United-States,<=50K
41.284610626993285,Private,587310,7th-8th,4,Never-married,Other-service,Other-relative,White,Male,8259.681781614963,0.0,81.16948882291297,Guatemala,<=50K
20.0,Private,155919,9th,5,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0.0,2296.7668548609763,99.0,Mexico,<=50K
20.0,Private,227386,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,1.0,United-States,<=50K
20.0,Private,138152,12th,8,Never-married,Craft-repair,Other-relative,Other,Male,0.0,0.0,15.29898144006475,Guatemala,<=50K
53.46313986714061,Private,167482,10th,6,Never-married,Handlers-cleaners,Not-in-family,White,Male,34936.67554651031,0.0,1.0,United-States,<=50K
20.0,Private,57957,HS-grad,9,Never-married,Sales,Own-child,White,Female,0.0,0.0,1.0,United-States,<=50K
25.415176971716562,Private,157747,9th,5,Divorced,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,1.0,United-States,<=50K
46.98808627570729,Self-emp-not-inc,88570,Assoc-voc,11,Married-civ-spouse,Transport-moving,Wife,White,Female,99999.0,1751.2765307917255,1.0,Germany,>50K
23.819467880911315,Private,273308,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,45669.59950393269,4000.0,23.516390020544737,Mexico,<=50K
90.0,Private,216292,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,99.0,United-States,<=50K
90.0,Self-emp-not-inc,131298,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,99999.0,0.0,45.71422661179381,United-States,<=50K
26.87947847601967,Private,386378,Some-college,10,Never-married,Other-service,Own-child,White,Male,55902.9652480251,0.0,75.24459348853574,United-States,<=50K
35.37473710386839,Private,179668,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,77154.68819972641,2137.241256427792,42.752764080040656,United-States,>50K
90.0,Private,210812,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,96230.82062496967,4000.0,65.9994050873577,United-States,<=50K
20.0,Federal-gov,311671,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,1412.8331114720381,29.805086383256295,United-States,<=50K
20.0,Private,215247,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0.0,1224.1092729236652,1.0,United-States,<=50K
42.05190597824451,Federal-gov,125856,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0.0,0.0,1.0,United-States,<=50K
40.00635260736627,Private,74631,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Female,0.0,1567.3470424306047,99.0,United-States,<=50K
20.0,Private,24008,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,1.0,United-States,<=50K
20.0,State-gov,354591,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,577.7546013837803,4000.0,54.58645064617218,United-States,<=50K
20.0,Private,155343,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1632.9721580427165,1.0,United-States,>50K
20.0,Private,308334,1st-4th,2,Widowed,Other-service,Unmarried,Other,Female,77682.17598151571,4000.0,99.0,Mexico,<=50K
90.0,Private,245361,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,17155.886711968265,0.0,1.0,United-States,<=50K
20.0,Self-emp-not-inc,158319,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,50570.14600410924,0.0,6.403609528984482,United-States,<=50K
90.0,?,204486,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,99999.0,0.0,99.0,United-States,>50K
90.0,Private,314823,HS-grad,9,Never-married,Sales,Own-child,White,Male,0.0,125.8588880227719,6.404269797830892,Dominican-Republic,<=50K
20.0,Private,211334,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,27293.705704781245,4000.0,99.0,United-States,<=50K
23.14658201858942,Self-emp-not-inc,73199,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,80864.85396006607,4000.0,1.0,Vietnam,<=50K
20.0,Private,126550,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,99999.0,4000.0,1.0,United-States,<=50K
90.0,Private,260782,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,38315.62066849254,0.0,99.0,El-Salvador,<=50K
20.0,Private,114224,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,47.40223625238943,United-States,>50K
90.0,State-gov,64292,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,1432.1835221567665,0.0,99.0,United-States,<=50K
90.0,?,628797,Some-college,10,Widowed,?,Not-in-family,White,Female,14659.834034742798,4000.0,75.7837137050697,United-States,<=50K
20.0,Local-gov,219775,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,4239.514284135716,0.0,61.070275146642615,United-States,<=50K
90.0,Private,212894,HS-grad,9,Divorced,Craft-repair,Other-relative,White,Male,40295.89983455759,0.0,1.0,United-States,<=50K
20.0,Private,260019,7th-8th,4,Never-married,Farming-fishing,Unmarried,Other,Male,0.0,0.0,99.0,Mexico,<=50K
82.57476349483693,Private,228075,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Male,11344.810075321784,0.0,65.79687497309934,Mexico,<=50K
74.65925602492713,Private,239806,Assoc-voc,11,Never-married,Other-service,Other-relative,White,Female,0.0,4000.0,1.0,Mexico,<=50K
90.0,Private,324637,Some-college,10,Never-married,Sales,Not-in-family,White,Male,63189.601936839055,0.0,99.0,United-States,<=50K
20.0,Private,163620,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40650.125911193594,0.0,24.036252367988958,United-States,>50K
21.30859782433931,Private,194200,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,1413.5458348491393,99.0,United-States,<=50K
20.0,State-gov,129200,Some-college,10,Never-married,Transport-moving,Not-in-family,Black,Male,0.0,4000.0,99.0,United-States,<=50K
20.0,Federal-gov,207172,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,412.9462078881756,99.0,United-States,<=50K
90.0,Private,135312,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,37523.40197318143,4000.0,30.204578494608917,United-States,>50K
20.0,Private,100734,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,20136.326664148026,4000.0,99.0,United-States,<=50K
29.946413875828036,Local-gov,226443,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999.0,0.0,1.0,United-States,>50K
67.62220397552127,Private,110871,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,99999.0,0.0,1.0,United-States,<=50K
90.0,Private,192704,12th,8,Never-married,Exec-managerial,Not-in-family,White,Male,24175.87750263601,0.0,99.0,United-States,<=50K
20.0,?,224108,HS-grad,9,Widowed,?,Unmarried,White,Female,99999.0,4000.0,1.0,United-States,<=50K
20.0,Private,78870,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,10832.45449870862,0.0,33.88908142964976,United-States,>50K
20.0,Private,107762,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999.0,2071.288514475878,99.0,United-States,>50K
35.16513162036393,Private,183611,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,White,Male,0.0,0.0,1.0,Germany,<=50K
87.01961691143345,Local-gov,249078,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Black,Female,99999.0,142.84741074208216,99.0,United-States,<=50K
20.0,Self-emp-inc,208452,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0.0,4000.0,81.21663789767834,United-States,>50K
90.0,Private,302195,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,99.0,United-States,<=50K
90.0,?,199947,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,81.27937172567897,United-States,<=50K
29.52837214038204,Private,379118,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,Black,Male,1629.688069073075,0.0,25.76705395518126,United-States,>50K
90.0,Self-emp-inc,174855,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,58.497091177246254,United-States,<=50K
90.0,?,173736,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,1.0,United-States,<=50K
90.0,Self-emp-not-inc,39369,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.478124898365095,United-States,<=50K
90.0,Federal-gov,196348,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,3200.368858755112,73.37786990665585,United-States,<=50K
37.89105811452217,Private,340917,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,57542.22530588404,1140.0569652178292,99.0,United-States,>50K
90.0,Private,97077,10th,6,Widowed,Sales,Unmarried,Black,Female,0.0,4000.0,1.0,United-States,<=50K
66.5236599810996,Private,200098,Bachelors,13,Divorced,Sales,Not-in-family,Black,Female,55500.70929756106,2338.8735157532333,99.0,United-States,<=50K
20.0,Federal-gov,127651,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,4252.217594452585,0.0,99.0,United-States,>50K
90.0,Private,315128,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,99999.0,4000.0,7.494286903533556,United-States,<=50K
32.147199519520164,Federal-gov,206823,Bachelors,13,Divorced,Protective-serv,Not-in-family,White,Male,99999.0,4000.0,99.0,United-States,>50K
64.93744668939705,Self-emp-not-inc,316093,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,4000.0,56.60066962368157,United-States,<=50K
90.0,Private,112115,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,99999.0,0.0,1.0,Ireland,>50K
90.0,?,203821,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,99999.0,0.0,1.0,United-States,<=50K
20.0,Private,250051,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,99999.0,0.0,1.0,United-States,<=50K
20.0,Federal-gov,298635,Masters,14,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0.0,0.0,37.1338920018333,Philippines,>50K
27.950985836241408,State-gov,109193,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Female,53675.27413518826,4000.0,90.4071404534075,United-States,<=50K
38.89770582612492,Private,130849,11th,7,Never-married,Other-service,Own-child,White,Female,33259.354486320786,0.0,1.0,United-States,<=50K
20.0,Local-gov,43959,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,71.16742570431798,United-States,<=50K
90.0,Local-gov,222810,Some-college,10,Divorced,Other-service,Other-relative,White,Female,0.0,0.0,1.0,?,>50K
90.0,Self-emp-not-inc,27242,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,99.0,United-States,<=50K
90.0,Private,53158,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Female,99999.0,0.0,99.0,United-States,<=50K
20.0,Self-emp-not-inc,206520,Bachelors,13,Never-married,Craft-repair,Own-child,White,Male,99999.0,0.0,99.0,United-States,<=50K
42.38376957971382,Private,164190,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999.0,3264.7350942573958,1.0,United-States,>50K
90.0,Private,287988,Some-college,10,Never-married,Sales,Not-in-family,White,Male,99999.0,2413.7187542675983,1.0,United-States,<=50K
69.05272313639698,?,200819,7th-8th,4,Divorced,?,Own-child,White,Male,0.0,4000.0,99.0,United-States,<=50K
62.81859469119327,Private,83891,HS-grad,9,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,18137.132306441898,0.0,65.94869953826675,United-States,<=50K
90.0,Private,65087,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,19595.76172402248,0.0,96.28202148428637,United-States,>50K
20.0,Self-emp-not-inc,363418,Bachelors,13,Separated,Craft-repair,Own-child,White,Male,82972.91863065798,0.0,99.0,United-States,<=50K
90.0,?,182378,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,99.0,United-States,>50K
58.0874994426489,Private,278870,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,14371.07793644617,724.300679174503,99.0,United-States,<=50K
42.125274907825435,Private,174789,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,4000.0,1.0,United-States,>50K
90.0,Private,228608,Some-college,10,Never-married,Craft-repair,Other-relative,Asian-Pac-Islander,Female,80512.09189072037,0.0,1.0,Cambodia,<=50K
43.82398101742301,Private,184400,HS-grad,9,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Male,0.0,4000.0,21.842656480931026,?,<=50K
